iteration,request_id,candidate_id,composition,phase,status,latency_s,formation_energy_eV,density_g_cm3,max_force_eV_A,valid_flag,result_path
3,VCRLX-I03-C03,VCRLX-011,Ti0.07 Mo0.07 Hf0.37 C0.07 W0.07 Sc0.07 Nb0.07 Li0.07 Ta0.17,FCC,completed,1810.8789912939537,-5511.220864397771,24.679095343056105,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I03-C03/results.json
3,VCRLX-I03-C04,VCRLX-012,Co0.38 V0.20 Mo0.09 W0.08 Y0.09 Fe0.08 Ni0.08,BCC,completed,3115.7290892270394,-5050.78850076999,4.798683411428164,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I03-C04/results.json
4,VCRLX-I04-C01,VCRLX-013,Co0.13 Hf0.29 Zn0.58,other,completed,595.0051042749546,-5851.5166628990355,25.352750141992306,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I04-C01/results.json
4,VCRLX-I04-C02,VCRLX-014,Zr0.42 Ga0.28 Nd0.10 Cu0.20,other,completed,2229.387911682017,-5388.302784742376,17.70984932902511,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I04-C02/results.json
4,VCRLX-I04-C03,VCRLX-015,Y0.07 Nb0.07 Ta0.08 Ni0.10 Fe0.26 Ga0.07 Zr0.12 Ti0.15 Mg0.07,other,completed,877.8929314659908,-4883.001053837621,18.793559295713344,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I04-C03/results.json
4,VCRLX-I04-C04,VCRLX-016,Cr0.08 V0.08 B0.08 Zn0.38 Nd0.39,FCC,completed,3785.317773067858,-3876.873554413199,14.638598810635584,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I04-C04/results.json
5,VCRLX-I05-C01,VCRLX-017,C0.07 Ni0.17 Li0.07 Mo0.07 B0.37 Ta0.17 Cu0.07,FCC,completed,1139.886024293024,-3508.9862319730055,10.287089259139684,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I05-C01/results.json
5,VCRLX-I05-C02,VCRLX-018,Mn0.23 Ni0.35 Pd0.07 Ag0.07 V0.07 Ti0.21,FCC,completed,1235.4246778630186,-4585.688388617508,10.437210435724749,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I05-C02/results.json
5,VCRLX-I05-C03,VCRLX-019,Ag0.26 Cu0.07 Mg0.09 Ca0.07 Zr0.07 V0.20 Ta0.18 Fe0.07,other,completed,2129.3862569369376,-4582.627995823081,13.369948452957125,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I05-C03/results.json
5,VCRLX-I05-C04,VCRLX-020,Mg0.37 W0.19 Mn0.08 Cr0.19 Y0.08 Co0.08,BCC,completed,6726.9224027579185,-4044.5190234161887,4.026529733265769,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I05-C04/results.json
6,VCRLX-I06-C01,VCRLX-021,Mn0.41 Mg0.09 Ag0.41 Cu0.09,FCC,completed,751.009831424104,-4342.939835304774,8.535300499980716,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I06-C01/results.json
6,VCRLX-I06-C02,VCRLX-022,Pd0.07 Y0.08 Li0.29 Nb0.16 Re0.07 V0.20 Fe0.07 Ca0.07,FCC,completed,2169.3329241140746,-4449.234364228028,17.10916491376252,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I06-C02/results.json
6,VCRLX-I06-C03,VCRLX-023,Li0.11 Y0.47 Ni0.42,other,completed,927.8924924659077,-4636.112853310041,8.740297913892109,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I06-C03/results.json
6,VCRLX-I06-C04,VCRLX-024,Pd0.07 Fe0.32 Nd0.07 B0.11 Ag0.36 Ca0.07,BCC,completed,13525.62591029494,-4668.760100956847,4.332867929122617,0.0,1,/home/om/Projects/Generative_QML/data/dft_workflow/VCRLX-I06-C04/results.json
